ID,種別,名前,場所,version_or_sha256,確認状態,担当エージェント,証拠
FILE-000178,ROOT_TRACKED,ic_launcher.png,app/src/main/res/mipmap-hdpi/ic_launcher.png,sha256:e488f6d2ee1bc9585f6ab1ce1c5e88fea7352d4040c2107fe449b30ab95f6c6a,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000179,ROOT_TRACKED,ic_launcher_round.png,app/src/main/res/mipmap-hdpi/ic_launcher_round.png,sha256:e488f6d2ee1bc9585f6ab1ce1c5e88fea7352d4040c2107fe449b30ab95f6c6a,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000180,ROOT_TRACKED,ic_launcher.png,app/src/main/res/mipmap-mdpi/ic_launcher.png,sha256:c07eeca3ad2df0bd79aa3e9783dd00f40d31c98b6a9a47e506d80cc7b0d9c653,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000181,ROOT_TRACKED,ic_launcher_round.png,app/src/main/res/mipmap-mdpi/ic_launcher_round.png,sha256:c07eeca3ad2df0bd79aa3e9783dd00f40d31c98b6a9a47e506d80cc7b0d9c653,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000182,ROOT_TRACKED,ic_launcher.png,app/src/main/res/mipmap-xhdpi/ic_launcher.png,sha256:0214c509d2ef197429d526da428f743aca57d5ebfeff5b03d1ccdc81790931e7,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000183,ROOT_TRACKED,ic_launcher_round.png,app/src/main/res/mipmap-xhdpi/ic_launcher_round.png,sha256:0214c509d2ef197429d526da428f743aca57d5ebfeff5b03d1ccdc81790931e7,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000184,ROOT_TRACKED,ic_launcher.png,app/src/main/res/mipmap-xxhdpi/ic_launcher.png,sha256:780b78ae40cd99077143a227d76f5cad05148a25cc73a9594142684c6bbd08d4,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000185,ROOT_TRACKED,ic_launcher_round.png,app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png,sha256:780b78ae40cd99077143a227d76f5cad05148a25cc73a9594142684c6bbd08d4,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000186,ROOT_TRACKED,ic_launcher.png,app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,sha256:2aa3884fd7056e02784d9d2900a3ce08eea7e660e1969cfad34cbe8227dcdc64,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000187,ROOT_TRACKED,ic_launcher_round.png,app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png,sha256:2aa3884fd7056e02784d9d2900a3ce08eea7e660e1969cfad34cbe8227dcdc64,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000188,ROOT_TRACKED,themes.xml,app/src/main/res/values-v27/themes.xml,sha256:c90de8729d76053553e271859e78ced98dd0dbb1325d1c59e5da1d23455b8a88,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000189,ROOT_TRACKED,themes.xml,app/src/main/res/values-v29/themes.xml,sha256:382ea4905abfc6c7d173433f0bbea8092f93c53dad4777d9a2cf4ceee89623c8,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000190,ROOT_TRACKED,colors.xml,app/src/main/res/values/colors.xml,sha256:cabff23e2e64d44a0bffc2723a0454b7cd99b2eaa66fcf0be97411c64809eb75,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000191,ROOT_TRACKED,strings.xml,app/src/main/res/values/strings.xml,sha256:cf91ab9906b691b41dd663cccfedcc1ce2d0d60484b571fb9b24ef0bb4635f45,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000192,ROOT_TRACKED,themes.xml,app/src/main/res/values/themes.xml,sha256:bfafe1bce86a1a18b22565b2a0e150e0429e21fa8840e5cb275f97422c849cdd,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000193,ROOT_TRACKED,data_extraction_rules.xml,app/src/main/res/xml/data_extraction_rules.xml,sha256:9ccf53e8c648736adbf95a27d70ace297c7e3b56d6e48e878194f98c51b36b21,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000194,ROOT_TRACKED,file_provider_paths.xml,app/src/main/res/xml/file_provider_paths.xml,sha256:326d4aa3a13e3d6862e4b789bee85c1de8da3ff552545d9ea678098fc801e8e4,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000195,ROOT_TRACKED,AndroidManifest.xml,app/src/release/AndroidManifest.xml,sha256:3583d96570fd7743e1e5ab0fe2078e67cadc51e74b3b5cbdca24045dcd771af9,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000196,ROOT_TRACKED,BuildVariantEntitlementOverrides.kt,app/src/release/java/jp/mimac/urlsaver/domain/BuildVariantEntitlementOverrides.kt,sha256:7b3fac5bd06382d8fa0959966bb2124db380057cb103724adfe8e2d345daa001,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000197,ROOT_TRACKED,AiTransparencyPolicyTest.kt,app/src/test/java/jp/mimac/urlsaver/AiTransparencyPolicyTest.kt,sha256:058a06d3f31e83036f28eba47d7f2b9b17a604d2514bacf0d3d33a791cc33687,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000198,ROOT_TRACKED,AiTransparencyRepositoryTest.kt,app/src/test/java/jp/mimac/urlsaver/AiTransparencyRepositoryTest.kt,sha256:59c24130f7aa993595102eeabe300ed3939ce80f2e5e8d6962efe9b41eb444d4,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000199,ROOT_UNTRACKED,AndroidUiContrastPaletteTest.kt,app/src/test/java/jp/mimac/urlsaver/AndroidUiContrastPaletteTest.kt,sha256:67ed674b30b3ac58233faed39ccd6f16b0a4981b2aec50accd530d3eb495949b,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000200,ROOT_TRACKED,ArchiveViewModelTest.kt,app/src/test/java/jp/mimac/urlsaver/ArchiveViewModelTest.kt,sha256:611999ef3fe72ce4ba30740bbfbb70a17bd8fdfd1184677b89ccc222965d339f,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000201,ROOT_UNTRACKED,BatchMutationContractTest.kt,app/src/test/java/jp/mimac/urlsaver/BatchMutationContractTest.kt,sha256:46b33608b8c5b67391ee3c3b542d5f5ea7fd32195249121e182b13e174db4805,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000202,ROOT_UNTRACKED,BrandLabelContractTest.kt,app/src/test/java/jp/mimac/urlsaver/BrandLabelContractTest.kt,sha256:4824daf5297cf7b80c1ec5c43819535a8dcf3eafaa5e892dd1ff1782899f48f1,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000203,ROOT_TRACKED,ChatGptPersonalLinkSyncRepositoryTest.kt,app/src/test/java/jp/mimac/urlsaver/ChatGptPersonalLinkSyncRepositoryTest.kt,sha256:d8e5e672943d621fb210a7512f0a85a23565abfa9551f6fd34776f626f85cd5d,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000204,ROOT_TRACKED,ContactSupportClientTest.kt,app/src/test/java/jp/mimac/urlsaver/ContactSupportClientTest.kt,sha256:a4fb137287fd05cf1f8db7c79553823d8a9db6670a6a0b8d6d22f69fa2b863da,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000205,ROOT_TRACKED,EntitlementResolverTest.kt,app/src/test/java/jp/mimac/urlsaver/EntitlementResolverTest.kt,sha256:97f41ab66f6ec6fbfb4cdfd57f8f15f39bd4c6b39550d5c81fcc5eb71a405b60,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000206,ROOT_UNTRACKED,EntryCardContrastTest.kt,app/src/test/java/jp/mimac/urlsaver/EntryCardContrastTest.kt,sha256:32f3bf487c27417cd7be42265ed8320dbfb6fdc18401613a0af6164648cd386b,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000207,ROOT_TRACKED,EntryCardMetadataTextTest.kt,app/src/test/java/jp/mimac/urlsaver/EntryCardMetadataTextTest.kt,sha256:caee9b73a64c6b133999d6b8cfaa4194ae87a07dcb619699835c619d7f5113ad,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000208,ROOT_TRACKED,ExportRepositoryTest.kt,app/src/test/java/jp/mimac/urlsaver/ExportRepositoryTest.kt,sha256:8815724689646369bc9ed6e78cc1a94fdbc871d33c7822f62400b046dcaf45fa,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000209,ROOT_TRACKED,ExportScreenTest.kt,app/src/test/java/jp/mimac/urlsaver/ExportScreenTest.kt,sha256:a070b30dee54fcd8d9e2fd82f3f6529eb51323614f6375f5877f2e8e3e2820c2,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000210,ROOT_TRACKED,ExportViewModelTest.kt,app/src/test/java/jp/mimac/urlsaver/ExportViewModelTest.kt,sha256:01df3d6d85ae00489070e2e20fd363649be606d3a6dbfc9e9bb0e5372a642806,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000211,ROOT_TRACKED,ExternalActionsTest.kt,app/src/test/java/jp/mimac/urlsaver/ExternalActionsTest.kt,sha256:25f7e2533bc324e85955fda84bb8c098703445511b1e29d3c20834a28a5a3ad8,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000212,ROOT_TRACKED,FetchMetadataWorkerTest.kt,app/src/test/java/jp/mimac/urlsaver/FetchMetadataWorkerTest.kt,sha256:031f65522d1edae324420a0bf9538f0356b945d7c1ea9c59bc12ba5c819144b5,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000213,ROOT_UNTRACKED,FirstRunOnboardingContractTest.kt,app/src/test/java/jp/mimac/urlsaver/FirstRunOnboardingContractTest.kt,sha256:e3a2347db0684f016076cfbb2fdbd04a64eca2bfcec21e662bf2369cc9c1de88,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000214,ROOT_TRACKED,LinkDeathInsuranceContractTest.kt,app/src/test/java/jp/mimac/urlsaver/LinkDeathInsuranceContractTest.kt,sha256:6f9dc3fe85b2c1a5d3a0355acdd2930175f09483d0141a6ce33accdd17912aef,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000215,ROOT_TRACKED,ListFilterStateTest.kt,app/src/test/java/jp/mimac/urlsaver/ListFilterStateTest.kt,sha256:8d9db1b0cbf68f7efe85be7a0c79988d102d502228e7fb3eac81645a6c8c87d7,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000216,ROOT_TRACKED,MainActivityViewModelSecondaryIntentTest.kt,app/src/test/java/jp/mimac/urlsaver/MainActivityViewModelSecondaryIntentTest.kt,sha256:3d1a8697a2e6ad2e2cc37488b7cd94ef4e2ecc9e4d0cb2a77adade69a533deba,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000217,ROOT_TRACKED,MainActivityViewModelSnackbarUndoTest.kt,app/src/test/java/jp/mimac/urlsaver/MainActivityViewModelSnackbarUndoTest.kt,sha256:d6dabc0566695964416ba8b21a9043ca4d8788929302641f0dfe786c52dac9b0,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000218,ROOT_TRACKED,MainActivityViewModelTest.kt,app/src/test/java/jp/mimac/urlsaver/MainActivityViewModelTest.kt,sha256:a74f542d907cf04f924dd9e0c18d17f03410adc864e0115f4bca636c2562f0ee,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000219,ROOT_TRACKED,MainDispatcherRule.kt,app/src/test/java/jp/mimac/urlsaver/MainDispatcherRule.kt,sha256:3040d8b4e806b1bb3abb55abe6042bc65febd8584a7c689ec0db07dc4aab41a5,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000220,ROOT_TRACKED,MainListViewModelTest.kt,app/src/test/java/jp/mimac/urlsaver/MainListViewModelTest.kt,sha256:cd0d0ee45e6c0cd9a219c565e1ce2b059fecf26c517ea63c35ccdc10d220f03d,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000221,ROOT_UNTRACKED,ManualInputUiContractTest.kt,app/src/test/java/jp/mimac/urlsaver/ManualInputUiContractTest.kt,sha256:9af604f80718c24f48b085193fa7405b29ffad4d205ed5c81d7a175eb6dce4f4,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000222,ROOT_TRACKED,MediaNetworkPolicyTest.kt,app/src/test/java/jp/mimac/urlsaver/MediaNetworkPolicyTest.kt,sha256:aeacd049c12dd2415dde8b8a0db65513e422411d2b6840e00a340ba1d8ebe9db,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000223,ROOT_TRACKED,MediaResolveErrorReasonTest.kt,app/src/test/java/jp/mimac/urlsaver/MediaResolveErrorReasonTest.kt,sha256:312b6cd5bbb78a99b89088ca12bb993c69418b12b4cb8ad8c71595ea6b02ff18,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000224,ROOT_TRACKED,MetadataFetcherTest.kt,app/src/test/java/jp/mimac/urlsaver/MetadataFetcherTest.kt,sha256:7e2814a79bc966a49a4f7dd59f2434eaf5eb97f7d07451c43f00ff1482083096,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000225,ROOT_TRACKED,MetadataUiTextTest.kt,app/src/test/java/jp/mimac/urlsaver/MetadataUiTextTest.kt,sha256:0640d669a81c69a52d9e051e70e809275547c0056ba6776bf9957e7e38c51b70,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000226,ROOT_TRACKED,MigrationDedupTest.kt,app/src/test/java/jp/mimac/urlsaver/MigrationDedupTest.kt,sha256:60aa9d0eaa991b104589bf6b2d3b6d9cc9d5c7a2938374cd3021bbac9617d0a7,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000227,ROOT_TRACKED,RepositoryBehaviorTest.kt,app/src/test/java/jp/mimac/urlsaver/RepositoryBehaviorTest.kt,sha256:ab15176ed522b8fb37774838955328ad78aeb9527a6e3d3c27cbb8b137e7cb99,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000228,ROOT_TRACKED,ServiceFilterOrderTest.kt,app/src/test/java/jp/mimac/urlsaver/ServiceFilterOrderTest.kt,sha256:504d0d5d79912d1057849dcfe6cb24978560ecc6efb5723f75bc400bb4d61578,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000229,ROOT_TRACKED,ShareReceiverActivityEntrypointTest.kt,app/src/test/java/jp/mimac/urlsaver/ShareReceiverActivityEntrypointTest.kt,sha256:a98145aad8c560385aa81a85e82591262bec229725787126f4c7ecbb3e8a885b,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000230,ROOT_TRACKED,ShareReceiverActivityTest.kt,app/src/test/java/jp/mimac/urlsaver/ShareReceiverActivityTest.kt,sha256:200f2a708d61a415570565afd4ec8d6c9d589c15b9070f8d531705781d2c788e,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000231,ROOT_UNTRACKED,ShareReceiverRetryContractTest.kt,app/src/test/java/jp/mimac/urlsaver/ShareReceiverRetryContractTest.kt,sha256:51beb3e22aec1af7532be3229a1b8110988ff0fc0fb16ca7d65fe9ed4daed24e,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000232,ROOT_TRACKED,SharedTagAuthViewModelTest.kt,app/src/test/java/jp/mimac/urlsaver/SharedTagAuthViewModelTest.kt,sha256:c84b4e9f44a7248bbc4792260173bc807e6717e48d68346a6beb067933c52001,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000233,ROOT_TRACKED,SharedTagSyncRepositoryTest.kt,app/src/test/java/jp/mimac/urlsaver/SharedTagSyncRepositoryTest.kt,sha256:5b521a50bc4b01cf59d963ade16ac819c7a584315f161fea1590e1864aaf0dd7,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000234,ROOT_TRACKED,TagDaoTest.kt,app/src/test/java/jp/mimac/urlsaver/TagDaoTest.kt,sha256:0053b098a2f6c11aece29b3fa937de494c7b4630595d167afd46c6929508e925,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000235,ROOT_TRACKED,TagRepositoryTest.kt,app/src/test/java/jp/mimac/urlsaver/TagRepositoryTest.kt,sha256:a5c89b9173100c1aee9d2a1fc9fbb3d15fd4200c7491ed7d2885434a35079bb3,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000236,ROOT_TRACKED,TopFilterOrderResolutionTest.kt,app/src/test/java/jp/mimac/urlsaver/TopFilterOrderResolutionTest.kt,sha256:c3fa6733463e442d481746c5e8eb7525937f676915e1c739ec58ac2370f80487,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000237,ROOT_TRACKED,UiFormattersTest.kt,app/src/test/java/jp/mimac/urlsaver/UiFormattersTest.kt,sha256:ca75059ea895f939e57f3f4dbebccc9b2ea4f7d1433c6d442c4ae9bbe8be034f,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000238,ROOT_TRACKED,UrlNormalizationVectorTest.kt,app/src/test/java/jp/mimac/urlsaver/UrlNormalizationVectorTest.kt,sha256:8c9ba656d49fee556c01bf9fadf24a0bd66d9fa4548df8388c1faee3a33d3a40,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000239,ROOT_TRACKED,UrlRulesTest.kt,app/src/test/java/jp/mimac/urlsaver/UrlRulesTest.kt,sha256:9d39b97344a6d2468a5b3647b5fb4356895a880c3482fbabbb26004d7db53a91,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000240,ROOT_TRACKED,VideoMediaOrderTest.kt,app/src/test/java/jp/mimac/urlsaver/VideoMediaOrderTest.kt,sha256:81854e0772734f16c678411159f50b0ec04f5c08066427599b69e316f7afd2d0,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000241,ROOT_TRACKED,AdsConfigTest.kt,app/src/test/java/jp/mimac/urlsaver/ads/AdsConfigTest.kt,sha256:e1591cf0bb2c4509518e9907d223ed61394f8e7b45f744a5b4998387517f73f6,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000242,ROOT_TRACKED,DetailTagUiStateTest.kt,app/src/test/java/jp/mimac/urlsaver/ui/DetailTagUiStateTest.kt,sha256:fc4c18a3f2b611dcbdac32f05ea0fefc6c009aca5f40a9ec045143d5446e60c3,OUT_OF_SCOPE,S1,mobile-owned path; S2 read-only except specifically listed evidence files
FILE-000243,ROOT_UNTRACKED,gitleaks-history-redacted.json,artifacts/full-go-audit/2026-08-11/gitleaks-history-redacted.json,sha256:309348d310ba8e554ca43a2c18d2e775f626316735dfb0dabe0d7bf1ca11c3e4,UNVERIFIED,C0,artifact inventoried but content not independently validated in current S2 pass
FILE-000244,ROOT_UNTRACKED,osv-admin-lockfile.json,artifacts/full-go-audit/2026-08-11/osv-admin-lockfile.json,sha256:f5c8639530a4abc99a73a1d5925396a52c85e3700ed4f79e1b7b2f3891ee74b2,UNVERIFIED,C0,artifact inventoried but content not independently validated in current S2 pass
FILE-000245,ROOT_UNTRACKED,osv-deno-npm-queries.json,artifacts/full-go-audit/2026-08-11/osv-deno-npm-queries.json,sha256:8fd6edf0ed6df355c350f3e4045c740efad775a183fef376612e1923b0a2c66c,UNVERIFIED,C0,artifact inventoried but content not independently validated in current S2 pass
FILE-000246,ROOT_UNTRACKED,osv-deno-npm-results.json,artifacts/full-go-audit/2026-08-11/osv-deno-npm-results.json,sha256:f92d31fff5868cbfbca45e418de325ce33d18753d1abbe65c26b0dbcafd2206a,UNVERIFIED,C0,artifact inventoried but content not independently validated in current S2 pass
FILE-000247,ROOT_UNTRACKED,osv-gradle-release-queries.json,artifacts/full-go-audit/2026-08-11/osv-gradle-release-queries.json,sha256:0af2140dd72ee5c84f4565e6f6ed5b763f5f80a13f4a538bf9180833f0981af1,UNVERIFIED,C0,artifact inventoried but content not independently validated in current S2 pass
FILE-000248,ROOT_UNTRACKED,osv-gradle-release-results.json,artifacts/full-go-audit/2026-08-11/osv-gradle-release-results.json,sha256:0055b052e3ededf1a8d195e02f178a7b7ea8c179b573816fed084929e0bc15c1,UNVERIFIED,C0,artifact inventoried but content not independently validated in current S2 pass
FILE-000249,ROOT_UNTRACKED,osv-root.json,artifacts/full-go-audit/2026-08-11/osv-root.json,sha256:54345d5194d238b6017d0f3181f392109ce35023cc6b4bdfa8c134943dcb578e,UNVERIFIED,C0,artifact inventoried but content not independently validated in current S2 pass
FILE-000250,ROOT_UNTRACKED,osv-usage-guide-lockfile.json,artifacts/full-go-audit/2026-08-11/osv-usage-guide-lockfile.json,sha256:41bee25bcc91fb620d30dc0e17fd98313b7ded4c5f164ab87495d2980c0f33ee,UNVERIFIED,C0,artifact inventoried but content not independently validated in current S2 pass
FILE-000251,ROOT_UNTRACKED,osv-usage-guide.json,artifacts/full-go-audit/2026-08-11/osv-usage-guide.json,sha256:54345d5194d238b6017d0f3181f392109ce35023cc6b4bdfa8c134943dcb578e,UNVERIFIED,C0,artifact inventoried but content not independently validated in current S2 pass
FILE-000252,ROOT_UNTRACKED,sol-max-s1-raw.md,artifacts/full-go-audit/2026-08-11/sol-max-s1-raw.md,sha256:d7d0af0e940b7628d2d7e600538aefd8abfa4333baa4563e877d76c4f1cdb760,PARTIALLY_VERIFIED,S2,specific lines/structure reviewed; full file/runtime or visual scope not exhausted
FILE-000253,ROOT_UNTRACKED,check-launch-readiness-final.log,artifacts/full-go-audit/2026-08-13/check-launch-readiness-final.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
FILE-000254,ROOT_UNTRACKED,check-launch-readiness.log,artifacts/full-go-audit/2026-08-13/check-launch-readiness.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
FILE-000255,ROOT_UNTRACKED,check-release-hygiene-final.log,artifacts/full-go-audit/2026-08-13/check-release-hygiene-final.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
FILE-000256,ROOT_UNTRACKED,check-release-hygiene.log,artifacts/full-go-audit/2026-08-13/check-release-hygiene.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
FILE-000257,ROOT_UNTRACKED,coverage-summary.md,artifacts/full-go-audit/2026-08-13/coverage-summary.md,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,VERIFIED,S2,current S2 artifact/doc; semantic or command validation recorded in sol-max-s2-raw.md
FILE-000258,ROOT_UNTRACKED,deno-lint-release-functions.log,artifacts/full-go-audit/2026-08-13/deno-lint-release-functions.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
FILE-000259,ROOT_UNTRACKED,deno-test-release-functions.log,artifacts/full-go-audit/2026-08-13/deno-test-release-functions.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
FILE-000260,ROOT_UNTRACKED,execution-ledger.csv,artifacts/full-go-audit/2026-08-13/execution-ledger.csv,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,VERIFIED,S2,current S2 artifact/doc; semantic or command validation recorded in sol-max-s2-raw.md
FILE-000261,ROOT_UNTRACKED,project-file-manifest.csv,artifacts/full-go-audit/2026-08-13/project-file-manifest.csv,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,VERIFIED,S2,current S2 artifact/doc; semantic or command validation recorded in sol-max-s2-raw.md
FILE-000262,ROOT_UNTRACKED,sol-max-s1-raw.md,artifacts/full-go-audit/2026-08-13/sol-max-s1-raw.md,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,specific lines/structure reviewed; full file/runtime or visual scope not exhausted
FILE-000263,ROOT_UNTRACKED,sol-max-s2-raw.md,artifacts/full-go-audit/2026-08-13/sol-max-s2-raw.md,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,VERIFIED,S2,current S2 artifact/doc; semantic or command validation recorded in sol-max-s2-raw.md
FILE-000264,ROOT_UNTRACKED,test-public-web-browser.log,artifacts/full-go-audit/2026-08-13/test-public-web-browser.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
FILE-000265,ROOT_UNTRACKED,test-public-web-contract.log,artifacts/full-go-audit/2026-08-13/test-public-web-contract.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
FILE-000266,ROOT_UNTRACKED,test-release-and-tracker-verifiers.log,artifacts/full-go-audit/2026-08-13/test-release-and-tracker-verifiers.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
FILE-000267,ROOT_UNTRACKED,test-reset-password-recovery.log,artifacts/full-go-audit/2026-08-13/test-reset-password-recovery.log,UNTRACKED_AUDIT_ARTIFACT;captured=2026-08-13T17:32:14+09:00,PARTIALLY_VERIFIED,S2,current audit evidence inventoried; command/result provenance summarized in sol-max-s2-raw.md
